fdc_id,food_code,description,portion_description,gram_weight
2705885,22600100,"Bacon, NS as to type of meat, cooked","1 oz, raw (yield after cooking)",8
2705885,22600100,"Bacon, NS as to type of meat, cooked","1 oz, cooked",28.35
2705885,22600100,"Bacon, NS as to type of meat, cooked",Quantity not specified,16
2705885,22600100,"Bacon, NS as to type of meat, cooked","1 cup, pieces",80
2705885,22600100,"Bacon, NS as to type of meat, cooked",1 thick slice (yield after cooking),12
2705886,22600110,"Bacon, NS as to type of meat, reduced sodium, cooked",Quantity not specified,16
2705886,22600110,"Bacon, NS as to type of meat, reduced sodium, cooked",Guideline amount if topping,8
2705886,22600110,"Bacon, NS as to type of meat, reduced sodium, cooked","1 oz, cooked",28.35
2705886,22600110,"Bacon, NS as to type of meat, reduced sodium, cooked",Guideline amount on regular sandwich,16
2705886,22600110,"Bacon, NS as to type of meat, reduced sodium, cooked",1 thin slice (yield after cooking),5
2705886,22600110,"Bacon, NS as to type of meat, reduced sodium, cooked",1 thick slice (yield after cooking),12
2705886,22600110,"Bacon, NS as to type of meat, reduced sodium, cooked","1 cup, pieces",80
2705886,22600110,"Bacon, NS as to type of meat, reduced sodium, cooked","1 oz, raw (yield after cooking)",8
2705886,22600110,"Bacon, NS as to type of meat, reduced sodium, cooked",1 medium slice (yield after cooking),8
2705887,22600200,"Pork bacon, NS as to fresh, smoked or cured, cooked",1 medium slice (yield after cooking),8
2705887,22600200,"Pork bacon, NS as to fresh, smoked or cured, cooked","1 oz, raw (yield after cooking)",8
2705887,22600200,"Pork bacon, NS as to fresh, smoked or cured, cooked",1 thin slice (yield after cooking),5
2705887,22600200,"Pork bacon, NS as to fresh, smoked or cured, cooked",Guideline amount if topping,8
2705887,22600200,"Pork bacon, NS as to fresh, smoked or cured, cooked",Quantity not specified,16
2705887,22600200,"Pork bacon, NS as to fresh, smoked or cured, cooked",Guideline amount on regular sandwich,16
2705887,22600200,"Pork bacon, NS as to fresh, smoked or cured, cooked",1 thick slice (yield after cooking),12
2705887,22600200,"Pork bacon, NS as to fresh, smoked or cured, cooked","1 cup, pieces",80
2705888,22600210,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",Guideline amount on regular sandwich,16
2705888,22600210,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",1 medium slice (yield after cooking),8
2705888,22600210,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",Guideline amount if topping,8
2705888,22600210,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",1 thin slice (yield after cooking),5
2705888,22600210,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",1 thick slice (yield after cooking),12
2705888,22600210,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked","1 oz, raw (yield after cooking)",8
2705888,22600210,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked","1 cup, pieces",80
2705888,22600210,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",Quantity not specified,16
2705889,22601000,"Pork bacon, smoked or cured, cooked",Guideline amount on regular sandwich,16
2705889,22601000,"Pork bacon, smoked or cured, cooked","1 oz, cooked",28.35
2705889,22601000,"Pork bacon, smoked or cured, cooked",Quantity not specified,16
2705889,22601000,"Pork bacon, smoked or cured, cooked",1 thick slice (yield after cooking),12
2705889,22601000,"Pork bacon, smoked or cured, cooked",1 medium slice (yield after cooking),8
2705889,22601000,"Pork bacon, smoked or cured, cooked",1 thin slice (yield after cooking),5
2705889,22601000,"Pork bacon, smoked or cured, cooked",Guideline amount if topping,8
2705889,22601000,"Pork bacon, smoked or cured, cooked","1 cup, pieces",80
2705889,22601000,"Pork bacon, smoked or cured, cooked","1 oz, raw (yield after cooking)",8
2705890,22601040,"Bacon or side pork, fresh, cooked",Guideline amount if topping,8
2705890,22601040,"Bacon or side pork, fresh, cooked",1 medium slice (yield after cooking),8
2705890,22601040,"Bacon or side pork, fresh, cooked","1 oz, raw (yield after cooking)",8
2705890,22601040,"Bacon or side pork, fresh, cooked",Quantity not specified,16
2705890,22601040,"Bacon or side pork, fresh, cooked",Guideline amount on regular sandwich,16
2705891,22602010,"Pork bacon, smoked or cured, reduced sodium, cooked",Guideline amount on regular sandwich,16
2705891,22602010,"Pork bacon, smoked or cured, reduced sodium, cooked",Guideline amount if topping,8
2705891,22602010,"Pork bacon, smoked or cured, reduced sodium, cooked",Quantity not specified,16
2705891,22602010,"Pork bacon, smoked or cured, reduced sodium, cooked","1 oz, cooked",28.35
2705891,22602010,"Pork bacon, smoked or cured, reduced sodium, cooked",1 thick slice (yield after cooking),12
2705891,22602010,"Pork bacon, smoked or cured, reduced sodium, cooked","1 cup, pieces",80
2705891,22602010,"Pork bacon, smoked or cured, reduced sodium, cooked","1 oz, raw (yield after cooking)",8
2705891,22602010,"Pork bacon, smoked or cured, reduced sodium, cooked",1 thin slice (yield after cooking),5
2705891,22602010,"Pork bacon, smoked or cured, reduced sodium, cooked",1 medium slice (yield after cooking),8
2705892,22621100,"Fat back, cooked",Quantity not specified,16
2705892,22621100,"Fat back, cooked","1 slice (4"" x 1-3/4"" x 1/2"")",47
2705892,22621100,"Fat back, cooked","1 cubic inch, cooked",15
2705892,22621100,"Fat back, cooked","1 oz, raw (yield after cooking)",20
2705892,22621100,"Fat back, cooked","1 slice (2-1/4"" x 1-3/4"" x 1/4"")",26
2705892,22621100,"Fat back, cooked","1 cup, cooked",128
2705893,22700000,"Ribs, NFS","1 rib (yield after cooking, bone removed)",35
2705893,22700000,"Ribs, NFS",1 cup,135
2705893,22700000,"Ribs, NFS",1 oz yields,20
2705893,22700000,"Ribs, NFS",Quantity not specified,105
2705894,22701000,"Pork, ribs","1 rib (yield after cooking, bone removed)",35
2705894,22701000,"Pork, ribs",1 oz yields,20
2705894,22701000,"Pork, ribs",1 cup,135
2705894,22701000,"Pork, ribs",Quantity not specified,105
2705895,22704010,"Pork, cracklings",Quantity not specified,90
2705895,22704010,"Pork, cracklings",1 cup,90
2705896,22705010,"Pork, ears",1 item,85
2705896,22705010,"Pork, ears",Quantity not specified,85
2705897,22706010,"Pork, bones",1 neckbone,45
2705897,22706010,"Pork, bones",Quantity not specified,45
2705897,22706010,"Pork, bones",1 cup,55
2705898,22707010,"Pork, pig's feet",Quantity not specified,85
2705898,22707010,"Pork, pig's feet",1 item,85
2705898,22707010,"Pork, pig's feet",1 cup,80
2705899,22707020,"Pork, pig's feet, pickled",Quantity not specified,85
2705899,22707020,"Pork, pig's feet, pickled",1 item,85
2705900,22708010,"Pork, ham hocks",1 ham hock,85
2705900,22708010,"Pork, ham hocks",Quantity not specified,85
2705900,22708010,"Pork, ham hocks",1 cup,140
2705901,22708020,"Pork, belly",1 oz yields,20
2705901,22708020,"Pork, belly",Quantity not specified,60
2705901,22708020,"Pork, belly",1 cup,135
2705901,22708020,"Pork, belly","1 slice, any size",30
2705901,22708020,"Pork, belly",1 cubic inch,17
2705902,22709010,Pork skin rinds,Quantity not specified,30
2705902,22709010,Pork skin rinds,1 rind,1
2705902,22709010,Pork skin rinds,1 small single serving bag,28
2705902,22709010,Pork skin rinds,1 cup,30
2705902,22709010,Pork skin rinds,1 large single serving bag,85
2705902,22709010,Pork skin rinds,1 medium single serving bag,57
2705903,22810010,Baby Toddler ham,Quantity not specified,70
2705903,22810010,Baby Toddler ham,1 tablespoon,15
2705903,22810010,Baby Toddler ham,1 jar,70
2705904,22820000,Baby Toddler meat stick,1 jar,70
2705904,22820000,Baby Toddler meat stick,1 stick,10
2705904,22820000,Baby Toddler meat stick,Quantity not specified,70
2705905,23000100,"Lamb, NS as to cut",1 oz yields,20
2705905,23000100,"Lamb, NS as to cut",1 cup,135
2705905,23000100,"Lamb, NS as to cut",Quantity not specified,60
2705905,23000100,"Lamb, NS as to cut",1 cubic inch,17
2705905,23000100,"Lamb, NS as to cut","1 piece/slice, any size",30
2705906,23101000,"Lamb, chop",1 oz yields,20
2705906,23101000,"Lamb, chop","1 chop, any size",90
2705906,23101000,"Lamb, chop",1 cubic inch,17
2705906,23101000,"Lamb, chop",Quantity not specified,90
2705906,23101000,"Lamb, chop",1 cup,135
2705907,23132000,"Lamb, ground",1 oz yields,20
2705907,23132000,"Lamb, ground",1 cup,125
2705907,23132000,"Lamb, ground",1 patty,85
2705907,23132000,"Lamb, ground",1 cubic inch,17
2705907,23132000,"Lamb, ground",Quantity not specified,85
2705908,23150100,Goat,1 cup,135
2705908,23150100,Goat,1 cubic inch,17
2705908,23150100,Goat,Quantity not specified,85
2705909,23201010,"Veal, chop",Quantity not specified,90
2705909,23201010,"Veal, chop",1 cup,135
2705909,23201010,"Veal, chop",1 cubic inch,17
2705909,23201010,"Veal, chop","1 chop, any size",90
2705909,23201010,"Veal, chop",1 oz yields,20
2705910,23220010,"Veal, ground",1 cubic inch,17
2705910,23220010,"Veal, ground",1 cup,125
2705910,23220010,"Veal, ground",1 patty,85
2705910,23220010,"Veal, ground",Quantity not specified,85
2705910,23220010,"Veal, ground",1 oz yields,20
2705911,23220020,Mock chicken legs,Quantity not specified,85
2705911,23220020,Mock chicken legs,1 stick,85
2705912,23310000,Rabbit,1 cup,135
2705912,23310000,Rabbit,Quantity not specified,85
2705913,23321000,"Venison, NFS",1 cup,135
2705913,23321000,"Venison, NFS",Quantity not specified,85
2705914,23321200,"Venison, steak",Quantity not specified,85
2705914,23321200,"Venison, steak","1 steak, any size",85
2705914,23321200,"Venison, steak",1 patty,85
2705914,23321200,"Venison, steak",1 cup,135
2705915,23321900,Venison/deer jerky,"1 strip or stick (4"" long)",14
2705915,23321900,Venison/deer jerky,1 cup,140
2705915,23321900,Venison/deer jerky,Quantity not specified,47
2705916,23322100,Venison sausage,1 patty,35
2705916,23322100,Venison sausage,1 slice,15
2705916,23322100,Venison sausage,Quantity not specified,35
2705916,23322100,Venison sausage,1 cup,135
2705917,23323100,Moose,1 cup,135
2705917,23323100,Moose,Quantity not specified,85
2705918,23323500,Bear,Quantity not specified,85
2705918,23323500,Bear,1 cup,135
2705919,23324100,Caribou,1 cup,135
2705919,23324100,Caribou,Quantity not specified,85
2705920,23326100,Bison,1 patty,85
2705920,23326100,Bison,1 cup,135
2705920,23326100,Bison,Quantity not specified,85
2705921,23331100,Groundhog,1 cup,135
2705921,23331100,Groundhog,Quantity not specified,85
2705922,23332100,Opossum,1 cup,135
2705922,23332100,Opossum,Quantity not specified,85
2705923,23333100,Squirrel,Quantity not specified,85
2705923,23333100,Squirrel,1 cup,135
2705924,23334100,Beaver,1 cup,135
2705924,23334100,Beaver,Quantity not specified,85
2705925,23335100,Raccoon,1 cup,135
2705925,23335100,Raccoon,Quantity not specified,85
2705926,23340100,Armadillo,Quantity not specified,85
2705926,23340100,Armadillo,1 cup,135
2705927,23345100,Wild pig,Quantity not specified,85
2705927,23345100,Wild pig,1 cup,135
2705928,23350100,Ostrich,1 cup,135
2705928,23350100,Ostrich,Quantity not specified,85
2705929,24100000,"Chicken, NS as to part and cooking method, NS as to skin eaten",Quantity not specified,85
2705929,24100000,"Chicken, NS as to part and cooking method, NS as to skin eaten",1 slice,60
2705929,24100000,"Chicken, NS as to part and cooking method, NS as to skin eaten","1 cup, cooked, diced",135
2705929,24100000,"Chicken, NS as to part and cooking method, NS as to skin eaten",1 piece,60
2705929,24100000,"Chicken, NS as to part and cooking method, NS as to skin eaten","1 oz, cooked",28.35
2705930,24100010,"Chicken, NS as to part and cooking method, skin eaten","1 cup, cooked, diced",135
2705930,24100010,"Chicken, NS as to part and cooking method, skin eaten",1 piece,60
2705930,24100010,"Chicken, NS as to part and cooking method, skin eaten","1 oz, cooked",28.35
2705930,24100010,"Chicken, NS as to part and cooking method, skin eaten",1 slice,60
2705930,24100010,"Chicken, NS as to part and cooking method, skin eaten",Quantity not specified,85
2705931,24100020,"Chicken, NS as to part and cooking method, skin not eaten",1 piece,50
2705931,24100020,"Chicken, NS as to part and cooking method, skin not eaten",1 slice,60
2705931,24100020,"Chicken, NS as to part and cooking method, skin not eaten","1 cup, cooked, diced",135
2705931,24100020,"Chicken, NS as to part and cooking method, skin not eaten","1 oz, cooked",28.35
2705931,24100020,"Chicken, NS as to part and cooking method, skin not eaten",Quantity not specified,85
2705932,24102000,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",1 piece,60
2705932,24102000,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",1 slice,60
2705932,24102000,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten","1/2 chicken (yield after cooking, bone removed)",300
2705932,24102000,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",Quantity not specified,85
2705932,24102000,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten","1 cup, cooked, diced",135
2705932,24102000,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten","1 oz, cooked",28.35
2705933,24102010,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten","1 cup, cooked, diced",135
2705933,24102010,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten",1 piece,60
2705933,24102010,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten",1 slice,60
2705933,24102010,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten",Quantity not specified,85
2705933,24102010,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten","1/2 chicken (yield after cooking, bone removed)",300
2705933,24102010,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten","1 oz, cooked",28.35
2705934,24102020,"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten","1/2 chicken (yield after cooking, bone and skin removed)",245
2705934,24102020,"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten",1 slice,60
2705934,24102020,"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten","1 oz, cooked",28.35
2705934,24102020,"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten",Quantity not specified,85
2705934,24102020,"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten",1 piece,50
2705934,24102020,"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten","1 cup, cooked, diced",135
2705935,24102050,"Chicken, NS as to part, rotisserie, NS as to skin eaten",1 piece,60
2705935,24102050,"Chicken, NS as to part, rotisserie, NS as to skin eaten","1 oz, cooked",28.35
2705935,24102050,"Chicken, NS as to part, rotisserie, NS as to skin eaten","1/2 chicken (yield after cooking, bone removed)",300
2705935,24102050,"Chicken, NS as to part, rotisserie, NS as to skin eaten",Quantity not specified,85
2705935,24102050,"Chicken, NS as to part, rotisserie, NS as to skin eaten","1 cup, cooked, diced",135
2705935,24102050,"Chicken, NS as to part, rotisserie, NS as to skin eaten",1 slice,60
2705936,24102060,"Chicken, NS as to part, rotisserie, skin eaten",1 slice,60
2705936,24102060,"Chicken, NS as to part, rotisserie, skin eaten","1 cup, cooked, diced",135
2705936,24102060,"Chicken, NS as to part, rotisserie, skin eaten",Quantity not specified,85
2705936,24102060,"Chicken, NS as to part, rotisserie, skin eaten","1 oz, cooked",28.35
2705936,24102060,"Chicken, NS as to part, rotisserie, skin eaten",1 piece,60
2705936,24102060,"Chicken, NS as to part, rotisserie, skin eaten","1/2 chicken (yield after cooking, bone removed)",300
2705937,24102070,"Chicken, NS as to part, rotisserie, skin not eaten","1 oz, cooked",28.35
2705937,24102070,"Chicken, NS as to part, rotisserie, skin not eaten","1 cup, cooked, diced",135
2705937,24102070,"Chicken, NS as to part, rotisserie, skin not eaten",1 slice,60
2705937,24102070,"Chicken, NS as to part, rotisserie, skin not eaten",1 piece,50
2705937,24102070,"Chicken, NS as to part, rotisserie, skin not eaten","1/2 chicken (yield after cooking, bone removed)",245
2705937,24102070,"Chicken, NS as to part, rotisserie, skin not eaten",Quantity not specified,85
2705938,24103000,"Chicken, NS as to part, stewed, NS as to skin eaten",1 slice,60
2705938,24103000,"Chicken, NS as to part, stewed, NS as to skin eaten",1 piece,70
2705938,24103000,"Chicken, NS as to part, stewed, NS as to skin eaten","1 cup, cooked, diced",135
2705938,24103000,"Chicken, NS as to part, stewed, NS as to skin eaten",Quantity not specified,85
2705938,24103000,"Chicken, NS as to part, stewed, NS as to skin eaten","1 oz, cooked",28.35
2705939,24103010,"Chicken, NS as to part, stewed, skin eaten",1 piece,70
2705939,24103010,"Chicken, NS as to part, stewed, skin eaten",1 slice,60
